,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
12645,Jun,2,Saturday,Honda,Rural,Wednesday,Jul,3,Male,Married,42,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,12646,14,400,2,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1996,All Perils
12646,Sep,4,Friday,Honda,Urban,Monday,Sep,4,Male,Married,30,Third Party,Sedan - Liability,Sport,20000 to 29000,0,12647,4,400,1,more than 30,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,1996,Liability
12647,Sep,4,Sunday,Pontiac,Urban,Monday,Sep,4,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12648,11,400,3,more than 30,more than 30,more than 4,5 years,No,No,External,more than 5,no change,1 vehicle,1996,Collision
12648,Sep,4,Wednesday,Toyota,Urban,Thursday,Sep,4,Male,Single,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12649,6,700,4,more than 30,more than 30,2 to 4,7 years,No,No,External,none,2 to 3 years,1 vehicle,1996,Liability
12649,Nov,4,Thursday,Pontiac,Urban,Friday,Nov,4,Male,Single,25,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12650,15,400,3,15 to 30,15 to 30,more than 4,2 years,No,No,External,none,1 year,1 vehicle,1996,Collision
12650,Mar,3,Wednesday,Mazda,Urban,Wednesday,Mar,3,Male,Single,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12651,1,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,Liability
12651,Mar,3,Thursday,Chevrolet,Urban,Tuesday,Mar,4,Male,Married,61,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12652,2,400,2,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1996,Collision
12652,Feb,3,Monday,Pontiac,Urban,Thursday,Mar,3,Male,Married,43,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,12653,12,400,2,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1996,Liability
12653,Jun,1,Thursday,Honda,Urban,Friday,Jun,1,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,12654,3,400,1,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
12654,Apr,1,Thursday,Pontiac,Urban,Monday,Apr,2,Male,Married,40,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12655,11,400,3,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1996,Liability
12655,May,2,Monday,Ford,Urban,Tuesday,May,2,Female,Single,26,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12656,13,400,4,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1996,Collision
12656,Jun,1,Monday,Mercury,Rural,Tuesday,Jun,1,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,12657,13,400,3,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1996,All Perils
12657,Jun,1,Monday,Honda,Urban,Monday,Jun,1,Male,Married,45,Policy Holder,Sedan - Liability,Sport,more than 69000,0,12658,8,400,4,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1996,Liability
12658,Jul,1,Sunday,Toyota,Urban,Wednesday,Jul,1,Female,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12659,11,400,4,more than 30,more than 30,none,6 years,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
12659,Jun,5,Friday,Chevrolet,Urban,Thursday,Jul,2,Male,Married,44,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12660,12,400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,1996,Collision
12660,Jun,5,Thursday,Toyota,Urban,Tuesday,Jul,1,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12661,12,400,3,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
12661,Sep,1,Sunday,Toyota,Urban,Friday,Sep,2,Female,Married,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12662,6,400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
12662,Nov,3,Friday,Mazda,Urban,Tuesday,Nov,4,Female,Married,31,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12663,11,400,2,more than 30,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
12663,Nov,3,Thursday,Pontiac,Urban,Monday,Nov,3,Male,Single,34,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12664,5,400,2,more than 30,more than 30,1,6 years,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,All Perils
12664,Dec,3,Wednesday,Pontiac,Urban,Wednesday,Dec,3,Male,Married,49,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12665,1,400,4,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
12665,Dec,2,Thursday,Honda,Urban,Monday,Dec,2,Male,Married,62,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12666,11,400,4,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1996,Collision
12666,Nov,3,Wednesday,Honda,Urban,Monday,Nov,3,Male,Married,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12667,12,400,2,more than 30,more than 30,none,6 years,No,No,Internal,none,no change,1 vehicle,1996,Liability
12667,Nov,2,Friday,Toyota,Urban,Tuesday,Nov,4,Male,Married,31,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12668,6,400,3,more than 30,more than 30,1,6 years,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
12668,Nov,2,Friday,Toyota,Urban,Monday,Nov,4,Male,Married,47,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12669,8,400,2,more than 30,more than 30,1,more than 7,Yes,No,External,1 to 2,no change,1 vehicle,1996,Collision
12669,Oct,1,Tuesday,Mazda,Urban,Wednesday,Oct,3,Male,Married,64,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12670,11,400,3,more than 30,more than 30,none,more than 7,No,No,External,none,no change,3 to 4,1996,Collision
12670,Sep,5,Friday,Saab,Urban,Friday,Sep,5,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12671,12,400,4,more than 30,more than 30,more than 4,6 years,No,No,External,more than 5,no change,1 vehicle,1996,Collision
12671,Sep,1,Monday,Mazda,Rural,Thursday,Sep,4,Male,Married,43,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12672,9,400,1,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,1996,Collision
12672,Jun,1,Thursday,Toyota,Urban,Thursday,Jun,2,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,12673,7,400,3,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
12673,Jul,4,Wednesday,Pontiac,Urban,Wednesday,Aug,1,Male,Single,22,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12674,2,400,1,more than 30,more than 30,1,5 years,Yes,No,External,1 to 2,no change,1 vehicle,1996,Collision
12674,Jul,4,Sunday,Toyota,Urban,Wednesday,Jul,4,Female,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12675,12,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,Liability
12675,Jul,4,Monday,Toyota,Urban,Tuesday,Jul,4,Male,Married,56,Third Party,Sedan - Liability,Sport,20000 to 29000,0,12676,9,400,3,more than 30,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
12676,Jul,3,Thursday,Mazda,Urban,Friday,Aug,1,Male,Married,32,Policy Holder,Sedan - Liability,Sport,more than 69000,0,12677,6,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1996,Liability
12677,Jul,2,Tuesday,Mazda,Urban,Tuesday,Jul,2,Male,Single,25,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12678,7,400,1,more than 30,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,1996,Liability
12678,Jun,4,Monday,Honda,Urban,Wednesday,Jul,4,Male,Married,55,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12679,14,400,1,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1996,All Perils
12679,Jun,3,Saturday,Mazda,Urban,Wednesday,Jun,4,Male,Married,70,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12680,6,700,3,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1996,Liability
12680,May,5,Sunday,Pontiac,Rural,Monday,May,5,Female,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12681,5,400,2,more than 30,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,1996,Collision
12681,May,2,Friday,Toyota,Rural,Wednesday,May,3,Male,Single,25,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,12682,7,400,2,more than 30,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,1996,All Perils
12682,May,2,Friday,Pontiac,Rural,Monday,Jun,2,Male,Single,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12683,6,400,3,more than 30,more than 30,more than 4,6 years,No,No,External,more than 5,no change,1 vehicle,1996,Liability
12683,Mar,5,Friday,Honda,Rural,Tuesday,May,1,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12684,7,400,2,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
12684,Mar,4,Friday,Pontiac,Urban,Monday,Mar,4,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12685,11,400,2,more than 30,more than 30,none,7 years,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,Collision
12685,Oct,4,Saturday,Honda,Rural,Wednesday,Oct,4,Male,Single,26,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12686,6,400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,1996,All Perils
12686,Oct,3,Sunday,Pontiac,Urban,Thursday,Nov,3,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,12687,5,400,3,more than 30,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
12687,Oct,3,Saturday,Toyota,Urban,Monday,Oct,4,Male,Married,64,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12688,13,400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
12688,Sep,2,Saturday,Toyota,Urban,Tuesday,Sep,2,Female,Single,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12689,9,400,2,more than 30,more than 30,more than 4,6 years,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
12689,Sep,1,Thursday,Pontiac,Urban,Thursday,Sep,1,Male,Married,48,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12690,2,400,3,more than 30,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,1996,Liability
12690,Aug,2,Saturday,Honda,Urban,Wednesday,Aug,3,Female,Divorced,46,Policy Holder,Sport - Collision,Sport,more than 69000,0,12691,7,400,2,more than 30,more than 30,1,6 years,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
12691,Jun,1,Thursday,Mazda,Urban,Friday,Jun,1,Female,Single,39,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12692,15,400,2,more than 30,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
12692,Jul,2,Tuesday,Toyota,Urban,Tuesday,Jul,2,Male,Married,53,Policy Holder,Sport - All Perils,Sport,30000 to 39000,0,12693,14,400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
12693,Jun,2,Thursday,Pontiac,Rural,Tuesday,Jun,3,Male,Married,26,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12694,5,400,2,more than 30,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
12694,May,3,Monday,Pontiac,Urban,Monday,May,3,Female,Single,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12695,2,400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
12695,May,2,Sunday,Chevrolet,Urban,Monday,May,2,Male,Married,33,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12696,6,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,Liability
12696,May,1,Monday,Toyota,Urban,Wednesday,May,1,Female,Married,32,Third Party,Sedan - Liability,Sport,20000 to 29000,0,12697,16,400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,1996,Liability
12697,May,1,Monday,Pontiac,Urban,Tuesday,May,2,Male,Married,38,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12698,5,400,1,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1996,All Perils
12698,Apr,5,Friday,Honda,Urban,Tuesday,May,1,Male,Married,47,Policy Holder,Sport - Collision,Sport,more than 69000,0,12699,7,400,3,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1996,Collision
12699,Apr,4,Sunday,Mazda,Urban,Friday,May,1,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12700,15,500,3,more than 30,more than 30,none,6 years,No,No,External,none,2 to 3 years,1 vehicle,1996,Collision
12700,Apr,3,Tuesday,Pontiac,Rural,Wednesday,Apr,3,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12701,11,400,1,more than 30,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
12701,Apr,3,Tuesday,Mazda,Urban,Thursday,Apr,5,Male,Single,62,Third Party,Sedan - Liability,Sport,20000 to 29000,0,12702,15,400,4,more than 30,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
12702,Apr,3,Friday,Toyota,Urban,Wednesday,May,1,Male,Single,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12703,14,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
12703,Apr,3,Thursday,Honda,Rural,Wednesday,Apr,3,Male,Married,49,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12704,12,400,4,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1996,All Perils
12704,Apr,1,Wednesday,Toyota,Urban,Thursday,Apr,2,Male,Married,38,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,12705,8,400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,1996,All Perils
12706,Mar,3,Friday,Toyota,Urban,Monday,Mar,4,Male,Married,53,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12707,2,400,2,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
12707,Feb,1,Thursday,Honda,Urban,Friday,Feb,1,Male,Married,65,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12708,5,400,2,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1996,Collision
12708,Feb,1,Wednesday,Mazda,Urban,Friday,Feb,1,Male,Married,42,Policy Holder,Sedan - Liability,Sport,more than 69000,0,12709,13,400,4,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
12709,Jan,4,Tuesday,Pontiac,Urban,Monday,Jan,5,Male,Single,35,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12710,11,400,1,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1996,Liability
12710,Nov,2,Saturday,Honda,Urban,Monday,Nov,3,Male,Single,24,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12711,14,400,4,more than 30,more than 30,more than 4,5 years,No,No,External,3 to 5,no change,3 to 4,1996,Liability
12711,Sep,1,Wednesday,Toyota,Urban,Thursday,Sep,2,Male,Married,57,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12712,14,400,2,more than 30,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
12712,Jul,3,Monday,Toyota,Urban,Friday,Jul,4,Male,Single,30,Third Party,Sedan - Liability,Sport,30000 to 39000,0,12713,7,400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,1996,Liability
12713,Sep,4,Friday,Toyota,Urban,Monday,Sep,4,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,12714,9,400,3,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1996,All Perils
12714,Oct,3,Saturday,Honda,Urban,Tuesday,Oct,3,Female,Single,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12715,3,400,3,more than 30,more than 30,2 to 4,5 years,No,No,External,more than 5,no change,1 vehicle,1996,Collision
12715,Jul,5,Monday,Honda,Urban,Thursday,Aug,1,Male,Married,46,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12716,10,400,3,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1996,Liability
12716,May,3,Monday,Honda,Urban,Monday,May,3,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,12717,2,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
12717,Apr,2,Tuesday,Chevrolet,Urban,Saturday,May,4,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12718,10,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
12718,Mar,4,Tuesday,Toyota,Urban,Tuesday,Mar,4,Male,Single,29,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12719,7,400,4,more than 30,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
12719,Mar,3,Sunday,Toyota,Urban,Monday,Mar,3,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,12720,1,400,3,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,1996,Collision
12720,Oct,3,Wednesday,VW,Rural,Tuesday,Oct,4,Male,Married,31,Third Party,Sedan - Collision,Sedan,60000 to 69000,0,12721,10,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,Collision
12721,Aug,4,Tuesday,Honda,Urban,Tuesday,Aug,4,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12722,7,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1996,Collision
12722,Aug,3,Tuesday,Toyota,Rural,Wednesday,Aug,3,Male,Married,35,Third Party,Sedan - Collision,Sedan,more than 69000,0,12723,6,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1996,Collision
12723,Jun,1,Friday,Pontiac,Urban,Monday,Jun,1,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,12724,3,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,Collision
12724,Jun,1,Saturday,Chevrolet,Urban,Friday,Jun,2,Female,Married,35,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,12725,10,400,2,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
12725,Jun,3,Friday,Toyota,Urban,Friday,Jul,1,Male,Married,30,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,12726,6,400,2,more than 30,more than 30,2 to 4,5 years,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
12726,Jan,1,Sunday,Chevrolet,Rural,Monday,Jan,2,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12727,2,400,4,more than 30,more than 30,none,6 years,No,No,External,none,4 to 8 years,2 vehicles,1996,Collision
12727,Nov,4,Tuesday,Pontiac,Urban,Tuesday,Nov,4,Male,Married,56,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12728,6,400,3,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1996,Collision
12728,Oct,3,Tuesday,Accura,Urban,Tuesday,Oct,3,Male,Married,30,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,12729,15,400,3,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1996,All Perils
12729,Jan,2,Tuesday,Toyota,Urban,Thursday,Jan,3,Male,Married,36,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12730,9,400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
12730,Aug,1,Saturday,Toyota,Urban,Thursday,Aug,4,Male,Married,53,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12731,14,400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
12731,Aug,2,Sunday,Pontiac,Rural,Monday,Aug,2,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12732,3,400,3,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,1996,Collision
12732,Nov,3,Tuesday,Honda,Urban,Wednesday,Nov,3,Male,Married,58,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12733,9,400,4,more than 30,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
